frame,id,lon,lat
3,1.0,106.53459668995662,29.721950355520505
3,2.0,106.52901494147889,29.71905078072916
6,2.0,106.52901752538395,29.719050750883167
9,2.0,106.52900647540281,29.7190463668435
12,2.0,106.52906114772853,29.719072805378598
15,2.0,106.52907807989041,29.719081633141986
18,2.0,106.52908912987833,29.719086017175396
21,2.0,106.52909303993144,29.719088227846463
24,2.0,106.52909368590792,29.719088220384574
27,2.0,106.52904683366812,29.719066203208698
30,2.0,106.52904163166416,29.719064007459455
33,2.0,106.52905268164868,29.719068391496055
33,8.0,106.53501315635866,29.7224418098032
36,2.0,106.52908005201373,29.719083866198854
36,8.0,106.53501570601199,29.72243952440218
39,2.0,106.52908263591956,29.719083836351555
39,8.0,106.53502094264414,29.72244397533951
39,10.0,106.53505448473187,29.722567657164053
42,2.0,106.52908457384895,29.719083813966055
42,8.0,106.53501176137257,29.72243505848159
42,10.0,106.5350584293786,29.722572123083033
45,2.0,106.5290422776405,29.71906399999783
45,8.0,106.53500907439452,29.722428322142967
45,10.0,106.5350590410431,29.722569860156455
48,2.0,106.52899930127988,29.71904193803446
48,10.0,106.53505774904914,29.72256987514001
51,2.0,106.52930917986976,29.719196266988295
51,10.0,106.53504645811076,29.72254970358645
54,2.0,106.5294231151081,29.71925360241121
54,10.0,106.53503527017274,29.7225362983362
57,2.0,106.52946673762497,29.719275656766005
57,10.0,106.53503792282375,29.722540779239186
60,2.0,106.52948234369634,29.7192822439606
63,2.0,106.52949540006264,29.719291116450652
66,2.0,106.5294797597859,29.719282273815875
69,2.0,106.52947782185308,29.71928229620729
72,2.0,106.52948887187921,29.719286680205805
75,2.0,106.52943678324094,29.719260212002
78,2.0,106.52946479969225,29.719275679157228
78,11.0,106.53492440831634,29.72238418731223
81,2.0,106.52943940135312,29.71926243758945
81,11.0,106.53491716504602,29.722375247973915
84,2.0,106.52945891748867,29.719271235447064
84,11.0,106.53491515840071,29.722370759577007
87,2.0,106.52946282755674,29.719273446106605
87,11.0,106.53491250575986,29.722366278671092
87,14.0,106.5350853272521,29.722598881134555
90,2.0,106.52951229809358,29.719297688713763
90,11.0,106.53490458216753,29.722355091387975
90,14.0,106.53507546563033,29.722587716339106
93,2.0,106.52950967997891,29.719295463127857
93,11.0,106.53490325584752,29.722352850934882
93,14.0,106.53506883399582,29.722576514083723
96,2.0,106.52950056788394,29.719291056739433
96,11.0,106.5348986308923,29.722346137066506
96,14.0,106.53505631972551,29.722560868384367
99,2.0,106.52947646149163,29.71927780025126
99,11.0,106.53489006130762,29.72233495727331
99,14.0,106.53504115280772,29.722540741780797
102,2.0,106.5297727759533,29.719432284802103
102,11.0,106.53488737434057,29.722328220931736
102,14.0,106.53501547829214,29.72250945786626
105,2.0,106.52988477377313,29.719489642202536
105,11.0,106.53488013107768,29.722319281591062
105,14.0,106.53502401357444,29.722518382215174
108,2.0,106.52992775050946,29.719511703863198
108,11.0,106.53487550612562,29.722312567721723
108,14.0,106.53501802794707,29.72250717246516
111,2.0,106.52991863837758,29.719507297505046
111,11.0,106.53486822853709,29.72230137294521
111,14.0,106.53501472930132,29.722502699053233
114,2.0,106.52990299803164,29.719498454923084
114,11.0,106.5348609852779,29.72229243360332
114,14.0,106.5350101043315,29.722495985189404
117,2.0,106.52985158937075,29.719474234866563
117,11.0,106.5348556800056,29.722283471788828
120,2.0,106.52981772478861,29.719456579545977
120,11.0,106.53485173537948,29.722279005862887
120,14.0,106.53499429143669,29.722475866071115
123,2.0,106.52977212997482,29.719432292267367
123,11.0,106.53484316580592,29.722267826066158
123,14.0,106.53498439550665,29.722462445832985
126,2.0,106.52979623644137,29.71944554869868
126,11.0,106.53483265824919,29.72225666874062
126,14.0,106.5349817428602,29.722457964928704
129,2.0,106.52962106573227,29.71935508366899
129,11.0,106.534822762363,29.722243248488432
129,14.0,106.53497449957933,29.722449025593992
132,2.0,106.52947132787394,29.71928011540334
132,11.0,106.53481749142347,29.722236542107286
132,14.0,106.53496854829211,29.722440071276225
135,2.0,106.529358684534,29.7192227650978
135,11.0,106.53481616510705,29.72223430165317
135,14.0,106.5349501171006,29.722417726682114
138,2.0,106.5293619486208,29.719224983223672
138,11.0,106.53481218615813,29.722227580290724
138,14.0,106.53494416581746,29.722408772363064
141,2.0,106.52939839695843,29.71924260881349
141,11.0,106.53480888753101,29.72222310687283
141,14.0,106.53494481181345,29.722408764871872
141,25.0,106.53476759394752,29.722099514848225
144,2.0,106.52952668062422,29.719308801714334
144,11.0,106.53480623489898,29.72221862596437
144,14.0,106.53493229758385,29.722393119158983
144,25.0,106.53476494132079,29.722095033938686
147,2.0,106.52959831967719,29.71934632315854
147,11.0,106.53480422826198,29.7222141375654
147,14.0,106.53492964494163,29.72238863825346
147,25.0,106.5347623230195,29.72209280846434
150,2.0,106.5295930834417,29.71934187199033
150,11.0,106.5348002836409,29.72220967163771
150,14.0,106.53492634630382,29.72238416483897
150,25.0,106.53476035071233,29.72209057549972
153,2.0,106.5291919806775,29.71913671333195
153,11.0,106.53479368638924,29.72220072480113
153,14.0,106.53492634630382,29.72238416483897
153,25.0,106.53475443379133,29.722083876605698
156,2.0,106.5290194291202,29.719048473056276
156,11.0,106.53478841545393,29.722194018418627
156,14.0,106.5349197490291,29.722375218009713
156,25.0,106.53475113517169,29.722079403186008
159,2.0,106.5288931182209,29.718984512697432
159,11.0,106.53478314451934,29.7221873120359
159,14.0,106.53490658881204,29.722359579785067
159,25.0,106.53475307315348,29.722079380715485
162,2.0,106.52885598989593,29.718964638979443
162,11.0,106.53477984589486,29.72218283861715
162,14.0,106.53490920712358,29.72236180525611
162,25.0,106.53475110084678,29.722077147750724
165,2.0,106.52882929976018,29.718951412209705
165,11.0,106.53477586695053,29.7221761172534
165,14.0,106.53490325584752,29.722352850934882
165,25.0,106.53474715623364,29.722072681821082
168,2.0,106.52879873377758,29.718938230196834
168,11.0,106.53477192233224,29.72217165132475
168,14.0,106.5348986652209,29.72234839250154
168,25.0,106.53474780222753,29.72207267433093
171,2.0,106.52853108434991,29.718799203253887
171,11.0,106.53476797771432,29.72216718539596
171,14.0,106.53490128353197,29.722350617972754
171,25.0,106.53474389193946,29.722070463836477
174,2.0,106.52870689913475,29.718889662342967
174,11.0,106.53476532508567,29.72216270448653
174,14.0,106.53489536658581,29.722343919086164
174,25.0,106.53474389193946,29.722070463836477
177,2.0,106.52853564035495,29.71880140648326
177,11.0,106.53476335277698,29.722160471522034
177,14.0,106.5348940059377,29.72233942319793
180,2.0,106.5285089503024,29.718788179645564
180,11.0,106.53475675553192,29.72215152468331
180,14.0,106.53489070730315,29.72233494978241
180,25.0,106.5347438576147,29.722068208401176
183,2.0,106.52851935426027,29.718792571187734
183,11.0,106.53475213059608,29.72214481080894
183,14.0,106.53488873498823,29.72233271682007
183,25.0,106.53474446928381,29.722065945475762
186,2.0,106.52849657424075,29.71878155503624
186,11.0,106.53474818598009,29.722140344879463
186,14.0,106.53488870065988,29.722330461385006
186,25.0,106.53474511527764,29.722065937985626
189,2.0,106.52849786619015,29.718781540118435
189,11.0,106.53474291505108,29.72213363849487
189,14.0,106.53487819309142,29.722319304063596
189,25.0,106.53474382328997,29.722065952965885
192,2.0,106.52850959627713,29.718788172186606
192,11.0,106.53474226905679,29.722133645985007
192,14.0,106.53486567888362,29.72230365834343
192,25.0,106.53474382328997,29.722065952965885
195,2.0,106.52864308079245,29.718856561760663
195,11.0,106.53473961643022,29.72212916507497
195,14.0,106.5348728878161,29.72231034224993
195,25.0,106.53474317729612,29.722065960456007
198,2.0,106.52866779876973,29.71886755550638
198,11.0,106.53473897043595,29.722129172565097
198,14.0,106.53485843562449,29.722294719001404
198,25.0,106.53474317729612,29.722065960456007
201,2.0,106.5290604333651,29.719068301955673
201,11.0,106.53473369950815,29.722122466180085
201,14.0,106.53486299191911,29.722296922001235
201,25.0,106.53474317729612,29.722065960456007
204,2.0,106.52915679017003,29.71911681731576
204,11.0,106.5347310812068,29.722120240705138
204,14.0,106.53486367224215,29.722299169945565
204,25.0,106.53474321162085,29.722068215891305
207,2.0,106.52913921201907,29.719107997025063
207,11.0,106.53473104688226,29.72211798526984
207,14.0,106.53486561022804,29.722299147473258
207,25.0,106.53474321162085,29.722068215891305
210,2.0,106.52909167959,29.71908373188564
210,11.0,106.53472907457524,29.72211575230476
210,14.0,106.53486166560084,29.722294681547673
210,25.0,106.53474453793332,29.722070456346348
213,2.0,106.52912163387111,29.719099176731913
213,11.0,106.53472842858108,29.72211575979483
213,14.0,106.5348609852779,29.72229243360332
213,25.0,106.5347438576147,29.722068208401176
216,2.0,106.52907083737443,29.719072693452414
216,11.0,106.5347283942566,29.722113504359537
216,14.0,106.53486030495498,29.72229018565898
216,25.0,106.53474321162085,29.722068215891305
219,2.0,106.52920173872249,29.71914111228028
219,11.0,106.5347257759556,29.722111278884466
219,14.0,106.53485044338913,29.722279020844287
219,25.0,106.53474321162085,29.722068215891305
222,2.0,106.52920823268732,29.719143293098035
222,11.0,106.53472509563707,29.722109030939215
222,14.0,106.53484649876341,29.722274554918176
222,25.0,106.53474321162085,29.722068215891305
225,2.0,106.5292212890122,29.71915216561681
225,11.0,106.53472247733625,29.72210680546407
225,14.0,106.53484187381572,29.72226784104746
225,25.0,106.53474317729612,29.722065960456007
228,2.0,106.52924277723686,29.71916319656241
228,11.0,106.53472115102373,29.72210456500881
228,14.0,106.53483990150323,29.722265608084285
228,25.0,106.53474317729612,29.722065960456007
231,2.0,106.52917375654341,29.719127900508468
231,11.0,106.53472115102373,29.72210456500881
231,14.0,106.53483660287357,29.722261134667196
231,25.0,106.53474317729612,29.722065960456007
234,2.0,106.52915291431013,29.71911686208889
234,11.0,106.53471982471127,29.722102324553564
234,14.0,106.5348300399421,29.722254443267865
234,25.0,106.53474317729612,29.722065960456007
237,2.0,106.52922064303533,29.719152173079326
237,11.0,106.53471982471127,29.722102324553564
237,14.0,106.53482806763014,29.722252210304493
237,25.0,106.53474317729612,29.722065960456007
240,2.0,106.52924995137873,29.719167625357493
240,11.0,106.53471982471127,29.722102324553564
240,14.0,106.53483000561518,29.722252187832726
240,25.0,106.53474317729612,29.722065960456007
243,2.0,106.52927337754072,29.71917863390985
243,11.0,106.53471788672903,29.722102347023604
243,14.0,106.53482147037309,29.722243263469533
243,25.0,106.53474317729612,29.722065960456007
246,2.0,106.52930526980794,29.719194056323975
246,11.0,106.53471588009845,29.722097858622988
246,14.0,106.53481555343872,29.722236564578843
246,25.0,106.53474317729612,29.722065960456007
249,2.0,106.52933719628453,29.719211734172017
249,11.0,106.5347152341044,29.72209786611299
249,14.0,106.53481092849489,29.722229850706892
249,25.0,106.53474317729612,29.722065960456007
252,2.0,106.52909623561952,29.71908593509473
252,11.0,106.5347145537862,29.722095618167664
252,14.0,106.5348141927958,29.722232068689546
252,25.0,106.53474382328997,29.722065952965885
255,2.0,106.5290070188022,29.719039593054884
255,11.0,106.5347145537862,29.722095618167664
255,14.0,106.53481222048464,29.722229835725894
255,25.0,106.53474382328997,29.722065952965885
